patient_id,first_name,last_name,national_id,gender,age,city,province,visit_reason,department
5252,Zahra,Ahmadi,5265588299,Female,71,Shiraz,Fars,Cataract Surgery,Ophthalmology
5253,Sepideh,Ahmadi,3346444287,Female,20,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5254,Mohammad,Hosseini,9245569500,Male,47,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5255,Amir,Hosseini,5403256441,Male,60,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5256,Sara,Mousavi,0193023512,Female,47,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5257,Elnaz,Hosseini,6936608620,Female,53,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5258,Elnaz,Rezai,2216449164,Female,42,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5259,Farhad,Hosseini,4247724071,Male,53,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5260,Maryam,Ahmadi,0508718511,Female,3,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5261,Mehdi,Moradi,6169727421,Male,61,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5262,Maryam,Hosseini,5836273073,Female,60,Tehran,Tehran,Cataract Surgery,Ophthalmology
5263,Sara,Mousavi,3482805407,Female,25,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5264,Mehdi,Ahmadi,7204762029,Male,73,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5265,Maryam,Rezai,4678398740,Female,4,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5266,Ali,Ahmadi,8437674141,Male,36,Isfahan,Isfahan,Kidney Stones (Renal Colic),Urology
5267,Sara,Hosseini,5768290990,Female,84,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5268,Farhad,Hashemi,9750851651,Male,25,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5269,Narges,Rezai,8637703593,Female,10,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5270,Sepideh,Hosseini,0220426112,Female,2,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5271,Maryam,Hashemi,4551011282,Female,51,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5272,Amir,Hosseini,3236737001,Male,33,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5273,Elnaz,Moradi,8042723385,Female,75,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5274,Reza,Hashemi,3863741315,Male,8,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5275,Reza,Hashemi,5059658570,Male,70,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5276,Sara,Ahmadi,4690734178,Female,37,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5277,Sara,Ahmadi,9536414686,Female,59,Shiraz,Fars,Cataract Surgery,Ophthalmology
5278,Sepideh,Hosseini,7385454682,Female,58,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5279,Reza,Ahmadi,6348347052,Male,28,Shiraz,Fars,Cataract Surgery,Ophthalmology
5280,Mohammad,Ahmadi,5988053548,Male,45,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5281,Narges,Ghasemi,8993290075,Female,2,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5282,Ali,Hashemi,9862032928,Male,26,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5283,Arash,Karimi,7436832808,Male,17,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5284,Maryam,Mousavi,4034386959,Female,49,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5285,Zahra,Karimi,0088976629,Female,88,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5286,Fatemeh,Hashemi,0160261929,Female,41,Shiraz,Fars,Cataract Surgery,Ophthalmology
5287,Sara,Hashemi,9604355058,Female,44,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5288,Mehdi,Mousavi,3488414183,Male,84,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5289,Maryam,Moradi,0424003759,Female,72,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5290,Maryam,Karimi,3376757755,Female,23,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5291,Elnaz,Karimi,6861678872,Female,4,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5292,Maryam,Hosseini,2071509099,Female,70,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5293,Reza,Ahmadi,5928128975,Male,6,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5294,Sepideh,Hosseini,9584100971,Female,33,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5295,Narges,Rezai,1391115554,Female,71,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5296,Mohammad,Karimi,1072416239,Male,45,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5297,Mehdi,Moradi,8855642251,Male,53,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5298,Elnaz,Hashemi,0437716449,Female,58,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5299,Sepideh,Rezai,5558500387,Female,20,Tehran,Tehran,Gastroenteritis,Internal Medicine
5300,Amir,Ghasemi,3163544916,Male,85,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5301,Ali,Hashemi,4862317693,Male,61,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5302,Farhad,Karimi,3785664192,Male,16,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5303,Amir,Hashemi,6028042846,Male,29,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5304,Ali,Moradi,3219796303,Male,31,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5305,Mina,Mousavi,0257157824,Female,21,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5306,Mina,Moradi,9525023990,Female,60,Tehran,Tehran,Acute Appendicitis,General Surgery
5307,Elnaz,Ahmadi,1129215105,Female,13,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5308,Narges,Rezai,8111729081,Female,56,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5309,Mohammad,Karimi,9479749874,Male,81,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5310,Amir,Ahmadi,7120638777,Male,83,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5311,Ali,Moradi,2153800919,Male,82,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5312,Sepideh,Mousavi,0416883001,Female,14,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5313,Maryam,Ahmadi,4664942311,Female,82,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5314,Narges,Hosseini,1121184375,Female,68,Tehran,Tehran,Gastroenteritis,Internal Medicine
5315,Hossein,Ghasemi,6117843062,Male,88,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5316,Mohammad,Karimi,6508400071,Male,86,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5317,Ali,Hosseini,2300837293,Male,4,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5318,Mina,Karimi,5202772580,Female,72,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5319,Amir,Rezai,4382691974,Male,64,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5320,Sepideh,Hosseini,8918679521,Female,17,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5321,Farhad,Karimi,2738305997,Male,52,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5322,Zahra,Rezai,6542115005,Female,44,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5323,Arash,Mousavi,3983500374,Male,88,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5324,Sepideh,Moradi,8515062097,Female,30,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5325,Hossein,Ahmadi,4346691919,Male,33,Shiraz,Fars,Acute Appendicitis,General Surgery
5326,Mina,Rezai,7978788271,Female,15,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5327,Narges,Karimi,4270450436,Female,47,Tehran,Tehran,Gastroenteritis,Internal Medicine
5328,Mohammad,Moradi,4550522453,Male,69,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5329,Elnaz,Ahmadi,6369008291,Female,5,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5330,Reza,Hosseini,9210913280,Male,74,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5331,Mohammad,Karimi,2995889866,Male,57,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5332,Hossein,Moradi,9706047621,Male,46,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5333,Narges,Mousavi,9789694725,Female,8,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5334,Farhad,Ghasemi,9249253151,Male,39,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5335,Reza,Karimi,8560031375,Male,44,Shiraz,Fars,Gastroenteritis,Internal Medicine
5336,Mehdi,Ghasemi,0421434724,Male,78,Shiraz,Fars,Gastroenteritis,Internal Medicine
5337,Ali,Hosseini,9974907251,Male,54,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5338,Zahra,Ghasemi,8387196134,Female,47,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5339,Narges,Mousavi,0493431421,Female,19,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5340,Hossein,Hosseini,6916903783,Male,18,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5341,Fatemeh,Ahmadi,3120941719,Female,34,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5342,Maryam,Rezai,3161819500,Female,36,Tehran,Tehran,Cataract Surgery,Ophthalmology
5343,Fatemeh,Hashemi,1422234551,Female,38,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5344,Zahra,Moradi,0041386851,Female,28,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5345,Fatemeh,Rezai,7135030699,Female,55,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5346,Mina,Mousavi,5663120726,Female,84,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5347,Mehdi,Rezai,9568684816,Male,11,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5348,Narges,Ahmadi,2817640047,Female,5,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5349,Elnaz,Karimi,9680692744,Female,18,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5350,Sepideh,Moradi,4065534933,Female,58,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5351,Arash,Hosseini,1098184300,Male,86,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5352,Fatemeh,Ahmadi,3023789827,Female,25,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5353,Fatemeh,Hashemi,9138926164,Female,64,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5354,Sepideh,Ahmadi,1926261399,Female,77,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5355,Mohammad,Karimi,1658513908,Male,29,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5356,Amir,Ahmadi,8915954874,Male,47,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5357,Farhad,Karimi,7304836873,Male,18,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5358,Mehdi,Ahmadi,3248233257,Male,33,Shiraz,Fars,Pneumonia,Infectious Diseases
5359,Amir,Moradi,0494054867,Male,50,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5360,Farhad,Hashemi,8645228696,Male,35,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5361,Zahra,Rezai,0513730397,Female,52,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5362,Elnaz,Rezai,9688408123,Female,72,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5363,Farhad,Mousavi,9947770631,Male,87,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5364,Sepideh,Hosseini,5986805402,Female,8,Tehran,Tehran,Cataract Surgery,Ophthalmology
5365,Sara,Hosseini,2155213867,Female,80,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5366,Mehdi,Hosseini,5461461931,Male,29,Shiraz,Fars,Pneumonia,Infectious Diseases
5367,Arash,Mousavi,0221812903,Male,50,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5368,Mohammad,Moradi,8621644711,Male,83,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5369,Maryam,Moradi,3544611651,Female,44,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5370,Hossein,Ahmadi,6916665998,Male,50,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5371,Elnaz,Moradi,3973841977,Female,54,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5372,Narges,Ahmadi,3665467527,Female,42,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5373,Zahra,Hashemi,2371185035,Female,42,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5374,Hossein,Mousavi,8188044342,Male,28,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5375,Sara,Rezai,3208308906,Female,63,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5376,Mohammad,Hashemi,1842050117,Male,3,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5377,Sepideh,Mousavi,8224715310,Female,41,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5378,Mohammad,Hosseini,5379233554,Male,56,Tehran,Tehran,Pneumonia,Infectious Diseases
5379,Narges,Ahmadi,5346903674,Female,72,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5380,Ali,Hashemi,2468508092,Male,57,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5381,Arash,Mousavi,4856508814,Male,89,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5382,Narges,Moradi,0079345778,Female,14,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5383,Amir,Moradi,2876450658,Male,90,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5384,Reza,Mousavi,2023208475,Male,3,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5385,Narges,Karimi,3190890390,Female,60,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5386,Sepideh,Moradi,9210853474,Female,60,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5387,Farhad,Karimi,7516220469,Male,43,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5388,Hossein,Ahmadi,5864127094,Male,34,Tehran,Tehran,Acute Appendicitis,General Surgery
5389,Elnaz,Moradi,1483839461,Female,33,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5390,Mehdi,Moradi,4842991313,Male,62,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5391,Amir,Moradi,3295373051,Male,47,Isfahan,Isfahan,Kidney Stones (Renal Colic),Urology
5392,Sara,Ahmadi,0835167402,Female,60,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5393,Mina,Hashemi,8076577764,Female,46,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5394,Reza,Karimi,4487830923,Male,39,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5395,Maryam,Moradi,9868664802,Female,57,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5396,Amir,Rezai,1181042585,Male,69,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5397,Sepideh,Rezai,4145121181,Female,50,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5398,Sara,Hashemi,3028002744,Female,1,Shiraz,Fars,Acute Appendicitis,General Surgery
5399,Hossein,Mousavi,1253278016,Male,67,Shiraz,Fars,Pneumonia,Infectious Diseases
5400,Maryam,Moradi,8082747633,Female,39,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5401,Mehdi,Hosseini,6867753541,Male,48,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5402,Reza,Mousavi,6928642378,Male,9,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5403,Farhad,Hashemi,6313267494,Male,10,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5404,Amir,Rezai,5911986825,Male,23,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5405,Farhad,Rezai,2331164118,Male,67,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5406,Sara,Hashemi,0227304314,Female,26,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5407,Sepideh,Rezai,6048605293,Female,57,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5408,Sara,Ahmadi,8545790627,Female,86,Shiraz,Fars,Acute Appendicitis,General Surgery
5409,Farhad,Karimi,5517595081,Male,30,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5410,Narges,Ahmadi,8490562512,Female,71,Tehran,Tehran,Gastroenteritis,Internal Medicine
5411,Ali,Ahmadi,3293239781,Male,53,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5412,Arash,Ghasemi,0774325526,Male,53,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5413,Amir,Hashemi,9454143875,Male,66,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5414,Reza,Ahmadi,4346379141,Male,71,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5415,Mina,Mousavi,2022211820,Female,14,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5416,Arash,Moradi,1736966588,Male,52,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5417,Mohammad,Rezai,8012185083,Male,51,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5418,Ali,Mousavi,8588939029,Male,15,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5419,Fatemeh,Karimi,6822150145,Female,14,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5420,Narges,Mousavi,9884259070,Female,33,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5421,Mina,Moradi,4909581693,Female,86,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5422,Narges,Ghasemi,7152560331,Female,60,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5423,Ali,Moradi,0217025595,Male,62,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5424,Fatemeh,Rezai,5375074370,Female,3,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5425,Narges,Hashemi,1105376168,Female,32,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5426,Amir,Hashemi,8626558872,Male,10,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5427,Zahra,Rezai,6589757925,Female,59,Shiraz,Fars,Cataract Surgery,Ophthalmology
5428,Elnaz,Karimi,5377526562,Female,38,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5429,Fatemeh,Rezai,3392929549,Female,27,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5430,Sara,Ghasemi,5923391589,Female,64,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5431,Mina,Hosseini,6476696191,Female,38,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5432,Hossein,Ahmadi,2820254446,Male,5,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5433,Mohammad,Moradi,2795920085,Male,49,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5434,Reza,Hosseini,6504191263,Male,38,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5435,Zahra,Ahmadi,1192065204,Female,69,Shiraz,Fars,Acute Appendicitis,General Surgery
5436,Narges,Mousavi,9390414415,Female,1,Tehran,Tehran,Pneumonia,Infectious Diseases
5437,Maryam,Hosseini,5493413345,Female,27,Shiraz,Fars,Pneumonia,Infectious Diseases
5438,Amir,Moradi,6317857199,Male,67,Tehran,Tehran,Acute Appendicitis,General Surgery
5439,Amir,Ahmadi,8946976969,Male,4,Shiraz,Fars,Pneumonia,Infectious Diseases
5440,Fatemeh,Hashemi,7973170960,Female,54,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5441,Mina,Hashemi,2368274391,Female,37,Tehran,Tehran,Gastroenteritis,Internal Medicine
5442,Farhad,Rezai,7490106907,Male,20,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5443,Reza,Ahmadi,3373573106,Male,7,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5444,Hossein,Ahmadi,2783764458,Male,54,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5445,Zahra,Rezai,1766291147,Female,24,Shiraz,Fars,Cataract Surgery,Ophthalmology
5446,Amir,Rezai,0168602407,Male,16,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5447,Mehdi,Ahmadi,5135991311,Male,11,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5448,Hossein,Hashemi,4373210195,Male,83,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5449,Arash,Ahmadi,8868817888,Male,57,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5450,Sepideh,Ghasemi,2530899363,Female,16,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5451,Mina,Ahmadi,8851482284,Female,90,Shiraz,Fars,Acute Appendicitis,General Surgery
5452,Narges,Moradi,4771792321,Female,47,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5453,Mehdi,Rezai,2414038871,Male,15,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5454,Sara,Mousavi,4288787491,Female,68,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5455,Ali,Karimi,9346614481,Male,71,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5456,Fatemeh,Ahmadi,1796947881,Female,81,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5457,Narges,Ahmadi,0862479401,Female,68,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5458,Mina,Ahmadi,4328515853,Female,78,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5459,Ali,Karimi,2647598975,Male,25,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5460,Fatemeh,Ahmadi,9176491072,Female,48,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5461,Ali,Hosseini,2123307319,Male,8,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5462,Amir,Karimi,3188927746,Male,46,Shiraz,Fars,Acute Appendicitis,General Surgery
5463,Hossein,Rezai,9752975951,Male,68,Shiraz,Fars,Infertility Consultation,Gynecology/IVF
5464,Amir,Ahmadi,9301466309,Male,8,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5465,Fatemeh,Rezai,4661588584,Female,2,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5466,Ali,Rezai,9488259191,Male,75,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5467,Elnaz,Moradi,4978609852,Female,30,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5468,Elnaz,Rezai,7622122841,Female,62,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5469,Hossein,Rezai,0813849500,Male,59,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5470,Fatemeh,Hosseini,2336219921,Female,66,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5471,Mehdi,Hosseini,4278035144,Male,82,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5472,Elnaz,Hashemi,4095856221,Female,50,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5473,Fatemeh,Karimi,5146335834,Female,72,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5474,Arash,Ahmadi,0494510439,Male,44,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5475,Fatemeh,Hashemi,0927966042,Female,61,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5476,Ali,Rezai,1198817356,Male,21,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5477,Fatemeh,Rezai,4525799102,Female,9,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5478,Sepideh,Rezai,0700962565,Female,12,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5479,Sara,Ghasemi,3225252883,Female,63,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5480,Hossein,Karimi,3047709343,Male,5,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5481,Mina,Ghasemi,9565285244,Female,85,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5482,Mohammad,Rezai,6790762140,Male,5,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5483,Narges,Mousavi,8420608831,Female,41,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5484,Mehdi,Rezai,1324595701,Male,40,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5485,Fatemeh,Moradi,4607834823,Female,89,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5486,Hossein,Mousavi,9328641802,Male,15,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5487,Hossein,Ghasemi,3231375827,Male,26,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5488,Arash,Ghasemi,1401118623,Male,61,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5489,Mehdi,Karimi,6658567646,Male,65,Tehran,Tehran,Cataract Surgery,Ophthalmology
5490,Sara,Hashemi,3299893106,Female,69,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5491,Mehdi,Ahmadi,7885859533,Male,55,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5492,Arash,Hosseini,8744497784,Male,70,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5493,Mehdi,Hashemi,1171022247,Male,39,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5494,Ali,Karimi,0607849193,Male,86,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5495,Fatemeh,Ghasemi,4173181851,Female,58,Shiraz,Fars,Pneumonia,Infectious Diseases
5496,Mina,Rezai,8894944506,Female,15,Shiraz,Fars,Acute Appendicitis,General Surgery
5497,Sepideh,Rezai,3552603875,Female,78,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5498,Mina,Moradi,5799125320,Female,10,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5499,Sepideh,Hashemi,4938238810,Female,10,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5500,Amir,Ahmadi,1849434468,Male,23,Tehran,Tehran,Gastroenteritis,Internal Medicine
5501,Farhad,Ahmadi,8909099577,Male,33,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
